[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.395203751] [gimbal_controller]: 云台控制器节点已启动
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.396554444] [gimbal_controller]: 图像中心设置为: (320, 240)
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.396989606] [gimbal_controller]: 订阅话题: /target_data
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.397386559] [gimbal_controller]: 发布话题: /uart1_sender_topic
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.422200106] [gimbal_controller]: 目标: (242, 227) | 中心: (320, 240) | 误差: (-78, -13) | 指令: @0,-78,-13/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.555651602] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.630614320] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.643749668] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.710178609] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.719907622] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.782769521] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.793452856] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.861528528] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.872325320] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.938623596] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:00] [gimbal_controller] [INFO] [1753945140.949150891] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.020240904] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.031560356] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.097994839] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.109442332] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.180422512] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.196541867] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.264078837] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.275169626] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.341042949] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.352060530] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.420991942] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.431049367] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.497804680] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.509211923] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.578911868] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.588967544] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.656755344] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.667925757] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.730675074] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.741711030] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.810758232] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.822087310] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.893785440] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.904717272] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.973562352] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:01] [gimbal_controller] [INFO] [1753945141.984419518] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.052977601] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.064043015] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.136207515] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.147703132] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.220107380] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.230358469] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.293684405] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.305857264] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.373624940] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.385251806] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.451619206] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.462513997] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.527195875] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.538917823] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.615225400] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.625944609] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.692316093] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.704973405] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.769902030] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.780696489] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.847160138] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.857926888] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.928284826] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:02] [gimbal_controller] [INFO] [1753945142.938864329] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.011377074] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.022529112] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.090333246] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.101312036] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.170126199] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.181240904] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.256318246] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.268060610] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.327405925] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.338693586] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.400128960] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.411233456] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.480523323] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.491964691] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.561702552] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.573506166] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.648211928] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.658973137] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.735335547] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.746884247] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.819707614] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.830988567] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.901965414] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.915681755] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.983060936] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:03] [gimbal_controller] [INFO] [1753945143.994603219] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.059643843] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.070363052] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.136197000] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.147423121] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.209704318] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.220875606] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.289303607] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.300339271] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.371216661] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.382864527] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.453520252] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.464946454] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.543757960] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.554856332] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.622567425] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.633802004] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.699072166] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.763839502] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.775260745] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.839369498] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.850483326] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.914968321] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:04] [gimbal_controller] [INFO] [1753945144.925912401] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945144.999310333] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.009977624] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.085852652] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.097318809] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.168977553] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.179852218] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.247230803] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.258659919] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.321070605] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.332006227] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.402912479] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.413571896] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.478660342] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.491195153] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.562211363] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.573038778] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.642852460] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.653551835] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.722787732] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.735121296] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.796269954] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.806705082] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.871413199] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.883295852] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.948760251] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:05] [gimbal_controller] [INFO] [1753945145.964676315] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:06] [gimbal_controller] [INFO] [1753945146.025501811] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
