[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.632037619] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.633890545] [gimbal_controller]: 图像中心设置为: (400, 300)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.634772238] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.635413893] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.636984782] [gimbal_controller]: 控制频率: 30Hz
[2025-08-01 16:06:36] [gimbal_controller] [INFO] [1754035596.724569030] [gimbal_controller]: 目标: (407, 305) | 误差: (+7,+5) | 成功计数:0
[2025-08-01 16:15:37] [gimbal_controller] [INFO] [1754036137.789927828] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:37] [gimbal_controller] [INFO] [1754036137.821878875] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:1
[2025-08-01 16:15:37] [gimbal_controller] [INFO] [1754036137.865412425] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:2
[2025-08-01 16:15:37] [gimbal_controller] [INFO] [1754036137.892092255] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:37] [gimbal_controller] [INFO] [1754036137.946429276] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:37] [gimbal_controller] [INFO] [1754036137.981491196] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.014778932] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.063104205] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.090441734] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.119537114] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.150091389] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.150885877] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.153504132] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.191056558] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.221711457] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.260686612] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.289526203] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:4
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.325585901] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.359298006] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.393749476] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.423718384] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.469219197] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:9
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.502443351] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.504676028] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.508494766] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.548444658] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:1
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.579617841] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.625092696] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.656626082] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.683533701] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.711080060] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.748780359] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:7
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.785491047] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:8
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.812149002] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.846847218] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.847797747] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.852956382] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.899719219] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.946800551] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:38] [gimbal_controller] [INFO] [1754036138.978957804] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.024573240] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.064237886] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.097973616] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:6
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.128341811] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.183356364] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.213703851] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:9
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.257887224] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.258577006] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.261995874] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.302067973] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:1
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.347047877] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.383473319] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.431691843] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.462361325] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.485118002] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.523599374] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:7
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.551688517] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.582605329] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.620452625] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.621349196] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:0
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.631663550] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.657374769] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.691117498] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.747611656] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.779637660] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.811606499] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.844630864] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.872490469] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.910839717] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:8
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.940962040] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.969473219] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.973833573] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:39] [gimbal_controller] [INFO] [1754036139.984600587] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.007112852] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.042587765] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.075889793] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.113221722] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.145052313] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.178238550] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.220937362] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:7
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.263253803] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.295134268] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:9
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.326320284] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.328992205] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.336465474] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.359577104] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.385641235] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.425429254] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.458228747] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.506472355] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.531479501] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:6
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.562871139] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:7
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.594430191] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.624821719] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.656926764] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.658351243] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.662934137] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.701206969] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:1
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.735017948] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.763597376] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.792440467] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.820541277] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.864851232] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:6
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.900740598] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:7
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.939921960] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:8
[2025-08-01 16:15:40] [gimbal_controller] [INFO] [1754036140.972155919] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.025607453] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.028281124] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:0
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.032240151] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.061598610] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.098036885] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.153791386] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.185769266] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:4
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.221548967] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.267780686] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.295091091] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.353728384] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:8
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.389208840] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.419628950] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.423091276] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.434464365] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.447506930] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.478963025] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:2
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.506334679] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.540559527] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.569259412] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:5
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.625262118] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:6
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.659748587] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.690595108] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.749214027] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:9
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.779572013] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.782931966] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.787569983] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.816281535] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.848085875] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:2
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.876533472] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.926406598] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:41] [gimbal_controller] [INFO] [1754036141.979100976] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.011023732] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.037558897] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.072912479] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.128692064] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.161127270] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.163814649] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:0
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.169474069] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.193327981] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:1
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.250877665] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:2
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.285451341] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:3
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.318198627] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.346511475] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.385175427] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.422619355] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.454088284] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:8
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.489912901] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:9
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.524790781] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.528066735] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.531769974] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.577908945] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:1
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.603698621] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:2
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.635517253] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.679833041] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:4
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.706651411] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:5
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.761806254] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:6
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.795560067] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:7
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.827367325] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:8
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.853967822] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:9
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.894818077] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.895435818] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:0
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.899420803] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.950200708] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:1
[2025-08-01 16:15:42] [gimbal_controller] [INFO] [1754036142.986277613] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:2
[2025-08-01 16:15:43] [gimbal_controller] [INFO] [1754036143.021124869] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:3
[2025-08-01 16:15:43] [gimbal_controller] [INFO] [1754036143.082747037] [gimbal_controller]: 目标: (400, 302) | 误差: (+0,+2) | 成功计数:4
[2025-08-01 16:15:43] [gimbal_controller] [INFO] [1754036143.119912427] [gimbal_controller]: 目标: (400, 301) | 误差: (+0,+1) | 成功计数:5
