[2025-08-01 08:07:00] [gimbal_controller] [INFO] [1754006820.965730755] [gimbal_controller]: 目标: (378, 263) | 中心: (320, 240) | 误差: (+58, +23) | 指令: @0,58,23
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.880534671] [gimbal_controller]: 目标: (310, 255) | 中心: (320, 240) | 误差: (-10, +15) | 指令: @0,-10,15
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.966057034] [gimbal_controller]: 目标: (311, 255) | 中心: (320, 240) | 误差: (-9, +15) | 指令: @0,-9,15
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.031446829] [gimbal_controller]: 目标: (310, 256) | 中心: (320, 240) | 误差: (-10, +16) | 指令: @0,-10,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.102638661] [gimbal_controller]: 目标: (311, 256) | 中心: (320, 240) | 误差: (-9, +16) | 指令: @0,-9,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.156994874] [gimbal_controller]: 目标: (312, 257) | 中心: (320, 240) | 误差: (-8, +17) | 指令: @0,-8,17
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.216109556] [gimbal_controller]: 目标: (312, 256) | 中心: (320, 240) | 误差: (-8, +16) | 指令: @0,-8,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.266360373] [gimbal_controller]: 目标: (312, 256) | 中心: (320, 240) | 误差: (-8, +16) | 指令: @0,-8,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.335178658] [gimbal_controller]: 目标: (314, 256) | 中心: (320, 240) | 误差: (-6, +16) | 指令: @0,-6,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.382326772] [gimbal_controller]: 目标: (317, 254) | 中心: (320, 240) | 误差: (-3, +14) | 指令: @0,-3,14
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.467438516] [gimbal_controller]: 目标: (316, 254) | 中心: (320, 240) | 误差: (-4, +14) | 指令: @0,-4,14
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.525429132] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.576497646] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.624650203] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.658617894] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.721308063] [gimbal_controller]: 目标: (319, 249) | 中心: (320, 240) | 误差: (-1, +9) | 指令: @0,-1,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.761966068] [gimbal_controller]: 目标: (317, 248) | 中心: (320, 240) | 误差: (-3, +8) | 指令: @0,-3,8
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.808799146] [gimbal_controller]: 目标: (316, 248) | 中心: (320, 240) | 误差: (-4, +8) | 指令: @0,-4,8
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.862240498] [gimbal_controller]: 目标: (315, 247) | 中心: (320, 240) | 误差: (-5, +7) | 指令: @0,-5,7
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.913336344] [gimbal_controller]: 目标: (314, 248) | 中心: (320, 240) | 误差: (-6, +8) | 指令: @0,-6,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006844.979417379] [gimbal_controller]: 目标: (313, 248) | 中心: (320, 240) | 误差: (-7, +8) | 指令: @0,-7,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.023659621] [gimbal_controller]: 目标: (310, 248) | 中心: (320, 240) | 误差: (-10, +8) | 指令: @0,-10,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.092069995] [gimbal_controller]: 目标: (308, 248) | 中心: (320, 240) | 误差: (-12, +8) | 指令: @0,-12,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.154224256] [gimbal_controller]: 目标: (280, 247) | 中心: (320, 240) | 误差: (-40, +7) | 指令: @0,-40,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.199553815] [gimbal_controller]: 目标: (277, 247) | 中心: (320, 240) | 误差: (-43, +7) | 指令: @0,-43,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.248677607] [gimbal_controller]: 目标: (276, 248) | 中心: (320, 240) | 误差: (-44, +8) | 指令: @0,-44,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.309882466] [gimbal_controller]: 目标: (280, 248) | 中心: (320, 240) | 误差: (-40, +8) | 指令: @0,-40,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.375820878] [gimbal_controller]: 目标: (286, 247) | 中心: (320, 240) | 误差: (-34, +7) | 指令: @0,-34,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.461452031] [gimbal_controller]: 目标: (304, 245) | 中心: (320, 240) | 误差: (-16, +5) | 指令: @0,-16,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.508579687] [gimbal_controller]: 目标: (308, 247) | 中心: (320, 240) | 误差: (-12, +7) | 指令: @0,-12,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.625850816] [gimbal_controller]: 目标: (309, 245) | 中心: (320, 240) | 误差: (-11, +5) | 指令: @0,-11,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.698368252] [gimbal_controller]: 目标: (311, 245) | 中心: (320, 240) | 误差: (-9, +5) | 指令: @0,-9,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.790804468] [gimbal_controller]: 目标: (308, 244) | 中心: (320, 240) | 误差: (-12, +4) | 指令: @0,-12,4
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.862944535] [gimbal_controller]: 目标: (308, 245) | 中心: (320, 240) | 误差: (-12, +5) | 指令: @0,-12,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.949790378] [gimbal_controller]: 目标: (308, 245) | 中心: (320, 240) | 误差: (-12, +5) | 指令: @0,-12,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.026268421] [gimbal_controller]: 目标: (310, 245) | 中心: (320, 240) | 误差: (-10, +5) | 指令: @0,-10,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.089976075] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.164473564] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.239698209] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.305511497] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.380730017] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.430486717] [gimbal_controller]: 目标: (309, 245) | 中心: (320, 240) | 误差: (-11, +5) | 指令: @0,-11,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.474372548] [gimbal_controller]: 目标: (310, 245) | 中心: (320, 240) | 误差: (-10, +5) | 指令: @0,-10,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.556372798] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.622730620] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.694780813] [gimbal_controller]: 目标: (309, 240) | 中心: (320, 240) | 误差: (-11, +0) | 指令: @0,-11,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.734222004] [gimbal_controller]: 目标: (310, 240) | 中心: (320, 240) | 误差: (-10, +0) | 指令: @0,-10,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.817643232] [gimbal_controller]: 目标: (310, 240) | 中心: (320, 240) | 误差: (-10, +0) | 指令: @0,-10,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.879882200] [gimbal_controller]: 目标: (307, 240) | 中心: (320, 240) | 误差: (-13, +0) | 指令: @0,-13,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.957887844] [gimbal_controller]: 目标: (298, 241) | 中心: (320, 240) | 误差: (-22, +1) | 指令: @0,-22,1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.039728263] [gimbal_controller]: 目标: (277, 240) | 中心: (320, 240) | 误差: (-43, +0) | 指令: @0,-43,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.142162952] [gimbal_controller]: 目标: (253, 240) | 中心: (320, 240) | 误差: (-67, +0) | 指令: @0,-67,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.218559496] [gimbal_controller]: 目标: (233, 240) | 中心: (320, 240) | 误差: (-87, +0) | 指令: @0,-87,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.361548649] [gimbal_controller]: 目标: (242, 240) | 中心: (320, 240) | 误差: (-78, +0) | 指令: @0,-78,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.444965253] [gimbal_controller]: 目标: (246, 240) | 中心: (320, 240) | 误差: (-74, +0) | 指令: @0,-74,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.493420722] [gimbal_controller]: 目标: (264, 239) | 中心: (320, 240) | 误差: (-56, -1) | 指令: @0,-56,-1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.634179577] [gimbal_controller]: 目标: (259, 239) | 中心: (320, 240) | 误差: (-61, -1) | 指令: @0,-61,-1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.788166063] [gimbal_controller]: 目标: (231, 240) | 中心: (320, 240) | 误差: (-89, +0) | 指令: @0,-89,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.861697275] [gimbal_controller]: 目标: (241, 239) | 中心: (320, 240) | 误差: (-79, -1) | 指令: @0,-79,-1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.941400269] [gimbal_controller]: 目标: (241, 239) | 中心: (320, 240) | 误差: (-79, -1) | 指令: @0,-79,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006847.982692639] [gimbal_controller]: 目标: (243, 240) | 中心: (320, 240) | 误差: (-77, +0) | 指令: @0,-77,0
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.074253493] [gimbal_controller]: 目标: (229, 239) | 中心: (320, 240) | 误差: (-91, -1) | 指令: @0,-91,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.321648639] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.383641902] [gimbal_controller]: 目标: (256, 239) | 中心: (320, 240) | 误差: (-64, -1) | 指令: @0,-64,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.430375231] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.486446668] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.566699403] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.637193370] [gimbal_controller]: 目标: (245, 239) | 中心: (320, 240) | 误差: (-75, -1) | 指令: @0,-75,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.676309857] [gimbal_controller]: 目标: (245, 239) | 中心: (320, 240) | 误差: (-75, -1) | 指令: @0,-75,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.721999411] [gimbal_controller]: 目标: (251, 239) | 中心: (320, 240) | 误差: (-69, -1) | 指令: @0,-69,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.819742504] [gimbal_controller]: 目标: (273, 239) | 中心: (320, 240) | 误差: (-47, -1) | 指令: @0,-47,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.889375485] [gimbal_controller]: 目标: (314, 238) | 中心: (320, 240) | 误差: (-6, -2) | 指令: @0,-6,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.000391167] [gimbal_controller]: 目标: (315, 238) | 中心: (320, 240) | 误差: (-5, -2) | 指令: @0,-5,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.120687542] [gimbal_controller]: 目标: (287, 236) | 中心: (320, 240) | 误差: (-33, -4) | 指令: @0,-33,-4
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.192665153] [gimbal_controller]: 目标: (286, 236) | 中心: (320, 240) | 误差: (-34, -4) | 指令: @0,-34,-4
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.246153254] [gimbal_controller]: 目标: (286, 237) | 中心: (320, 240) | 误差: (-34, -3) | 指令: @0,-34,-3
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.310776269] [gimbal_controller]: 目标: (288, 238) | 中心: (320, 240) | 误差: (-32, -2) | 指令: @0,-32,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.344717502] [gimbal_controller]: 目标: (288, 238) | 中心: (320, 240) | 误差: (-32, -2) | 指令: @0,-32,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.420891132] [gimbal_controller]: 目标: (295, 238) | 中心: (320, 240) | 误差: (-25, -2) | 指令: @0,-25,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.489602085] [gimbal_controller]: 目标: (294, 238) | 中心: (320, 240) | 误差: (-26, -2) | 指令: @0,-26,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.512849897] [gimbal_controller]: 目标: (305, 237) | 中心: (320, 240) | 误差: (-15, -3) | 指令: @0,-15,-3
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.608824267] [gimbal_controller]: 目标: (306, 237) | 中心: (320, 240) | 误差: (-14, -3) | 指令: @0,-14,-3
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.667690120] [gimbal_controller]: 目标: (309, 238) | 中心: (320, 240) | 误差: (-11, -2) | 指令: @0,-11,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.719920699] [gimbal_controller]: 目标: (306, 239) | 中心: (320, 240) | 误差: (-14, -1) | 指令: @0,-14,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.783585020] [gimbal_controller]: 目标: (306, 239) | 中心: (320, 240) | 误差: (-14, -1) | 指令: @0,-14,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.837433449] [gimbal_controller]: 目标: (306, 239) | 中心: (320, 240) | 误差: (-14, -1) | 指令: @0,-14,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.894763742] [gimbal_controller]: 目标: (311, 239) | 中心: (320, 240) | 误差: (-9, -1) | 指令: @0,-9,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.947952265] [gimbal_controller]: 目标: (311, 239) | 中心: (320, 240) | 误差: (-9, -1) | 指令: @0,-9,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.993156575] [gimbal_controller]: 目标: (312, 239) | 中心: (320, 240) | 误差: (-8, -1) | 指令: @0,-8,-1
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.055991034] [gimbal_controller]: 目标: (312, 239) | 中心: (320, 240) | 误差: (-8, -1) | 指令: @0,-8,-1
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.122023778] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.198152909] [gimbal_controller]: 目标: (311, 240) | 中心: (320, 240) | 误差: (-9, +0) | 指令: @0,-9,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.249526001] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.310046703] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.395122031] [gimbal_controller]: 目标: (316, 240) | 中心: (320, 240) | 误差: (-4, +0) | 指令: @0,-4,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.471833029] [gimbal_controller]: 目标: (315, 240) | 中心: (320, 240) | 误差: (-5, +0) | 指令: @0,-5,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.543544852] [gimbal_controller]: 目标: (315, 240) | 中心: (320, 240) | 误差: (-5, +0) | 指令: @0,-5,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.651070755] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.748223149] [gimbal_controller]: 目标: (316, 241) | 中心: (320, 240) | 误差: (-4, +1) | 指令: @0,-4,1
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.845824661] [gimbal_controller]: 目标: (320, 238) | 中心: (320, 240) | 误差: (+0, -2) | 指令: @0,0,-2
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.937041312] [gimbal_controller]: 目标: (320, 240) | 中心: (320, 240) | 误差: (+0, +0) | 指令: @0,0,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.003742712] [gimbal_controller]: 目标: (321, 240) | 中心: (320, 240) | 误差: (+1, +0) | 指令: @0,1,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.058754582] [gimbal_controller]: 目标: (321, 240) | 中心: (320, 240) | 误差: (+1, +0) | 指令: @0,1,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.116057167] [gimbal_controller]: 目标: (321, 240) | 中心: (320, 240) | 误差: (+1, +0) | 指令: @0,1,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.199802723] [gimbal_controller]: 目标: (318, 244) | 中心: (320, 240) | 误差: (-2, +4) | 指令: @0,-2,4
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.291050707] [gimbal_controller]: 目标: (317, 244) | 中心: (320, 240) | 误差: (-3, +4) | 指令: @0,-3,4
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.412270485] [gimbal_controller]: 目标: (316, 246) | 中心: (320, 240) | 误差: (-4, +6) | 指令: @0,-4,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.448120355] [gimbal_controller]: 目标: (318, 247) | 中心: (320, 240) | 误差: (-2, +7) | 指令: @0,-2,7
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.518315285] [gimbal_controller]: 目标: (310, 248) | 中心: (320, 240) | 误差: (-10, +8) | 指令: @0,-10,8
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.570589488] [gimbal_controller]: 目标: (300, 247) | 中心: (320, 240) | 误差: (-20, +7) | 指令: @0,-20,7
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.623410224] [gimbal_controller]: 目标: (290, 246) | 中心: (320, 240) | 误差: (-30, +6) | 指令: @0,-30,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.709852782] [gimbal_controller]: 目标: (283, 247) | 中心: (320, 240) | 误差: (-37, +7) | 指令: @0,-37,7
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.774279883] [gimbal_controller]: 目标: (277, 246) | 中心: (320, 240) | 误差: (-43, +6) | 指令: @0,-43,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.851788368] [gimbal_controller]: 目标: (270, 246) | 中心: (320, 240) | 误差: (-50, +6) | 指令: @0,-50,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.938691793] [gimbal_controller]: 目标: (263, 243) | 中心: (320, 240) | 误差: (-57, +3) | 指令: @0,-57,3
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.005645773] [gimbal_controller]: 目标: (268, 244) | 中心: (320, 240) | 误差: (-52, +4) | 指令: @0,-52,4
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.094873121] [gimbal_controller]: 目标: (272, 242) | 中心: (320, 240) | 误差: (-48, +2) | 指令: @0,-48,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.136718775] [gimbal_controller]: 目标: (280, 245) | 中心: (320, 240) | 误差: (-40, +5) | 指令: @0,-40,5
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.243932057] [gimbal_controller]: 目标: (282, 242) | 中心: (320, 240) | 误差: (-38, +2) | 指令: @0,-38,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.308291409] [gimbal_controller]: 目标: (290, 242) | 中心: (320, 240) | 误差: (-30, +2) | 指令: @0,-30,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.399234898] [gimbal_controller]: 目标: (295, 240) | 中心: (320, 240) | 误差: (-25, +0) | 指令: @0,-25,0
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.498950711] [gimbal_controller]: 目标: (300, 242) | 中心: (320, 240) | 误差: (-20, +2) | 指令: @0,-20,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.560220777] [gimbal_controller]: 目标: (293, 242) | 中心: (320, 240) | 误差: (-27, +2) | 指令: @0,-27,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.594774000] [gimbal_controller]: 目标: (292, 242) | 中心: (320, 240) | 误差: (-28, +2) | 指令: @0,-28,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.657179799] [gimbal_controller]: 目标: (292, 241) | 中心: (320, 240) | 误差: (-28, +1) | 指令: @0,-28,1
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.711910215] [gimbal_controller]: 目标: (292, 241) | 中心: (320, 240) | 误差: (-28, +1) | 指令: @0,-28,1
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.760051981] [gimbal_controller]: 目标: (293, 241) | 中心: (320, 240) | 误差: (-27, +1) | 指令: @0,-27,1
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.832794705] [gimbal_controller]: 目标: (299, 240) | 中心: (320, 240) | 误差: (-21, +0) | 指令: @0,-21,0
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.931734406] [gimbal_controller]: 目标: (305, 241) | 中心: (320, 240) | 误差: (-15, +1) | 指令: @0,-15,1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.037105383] [gimbal_controller]: 目标: (310, 239) | 中心: (320, 240) | 误差: (-10, -1) | 指令: @0,-10,-1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.100737579] [gimbal_controller]: 目标: (312, 239) | 中心: (320, 240) | 误差: (-8, -1) | 指令: @0,-8,-1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.225080184] [gimbal_controller]: 目标: (311, 240) | 中心: (320, 240) | 误差: (-9, +0) | 指令: @0,-9,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.350523188] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.441338721] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.553749590] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.647181958] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.771328399] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.877947773] [gimbal_controller]: 目标: (311, 241) | 中心: (320, 240) | 误差: (-9, +1) | 指令: @0,-9,1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.956971069] [gimbal_controller]: 目标: (302, 246) | 中心: (320, 240) | 误差: (-18, +6) | 指令: @0,-18,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.012106895] [gimbal_controller]: 目标: (297, 245) | 中心: (320, 240) | 误差: (-23, +5) | 指令: @0,-23,5
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.073326378] [gimbal_controller]: 目标: (296, 246) | 中心: (320, 240) | 误差: (-24, +6) | 指令: @0,-24,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.125131339] [gimbal_controller]: 目标: (296, 246) | 中心: (320, 240) | 误差: (-24, +6) | 指令: @0,-24,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.176813801] [gimbal_controller]: 目标: (291, 245) | 中心: (320, 240) | 误差: (-29, +5) | 指令: @0,-29,5
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.257882148] [gimbal_controller]: 目标: (283, 246) | 中心: (320, 240) | 误差: (-37, +6) | 指令: @0,-37,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.317087871] [gimbal_controller]: 目标: (280, 246) | 中心: (320, 240) | 误差: (-40, +6) | 指令: @0,-40,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.349785831] [gimbal_controller]: 目标: (278, 247) | 中心: (320, 240) | 误差: (-42, +7) | 指令: @0,-42,7
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.403466637] [gimbal_controller]: 目标: (266, 247) | 中心: (320, 240) | 误差: (-54, +7) | 指令: @0,-54,7
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.483824954] [gimbal_controller]: 目标: (266, 246) | 中心: (320, 240) | 误差: (-54, +6) | 指令: @0,-54,6
