[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.662268040] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.662853406] [gimbal_controller]: 图像中心设置为: (320, 240)
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.663301983] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.663723143] [gimbal_controller]: 发布话题: /uart1_sender_topic
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.686903873] [gimbal_controller]: 目标: (329, 236) | 中心: (320, 240) | 误差: (+9, -4) | 指令: @0,9,-4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.301152022] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.377889519] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.427672468] [gimbal_controller]: 目标: (309, 245) | 中心: (320, 240) | 误差: (-11, +5) | 指令: @0,-11,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.471560341] [gimbal_controller]: 目标: (310, 245) | 中心: (320, 240) | 误差: (-10, +5) | 指令: @0,-10,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.548597083] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.620410739] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.684240141] [gimbal_controller]: 目标: (309, 240) | 中心: (320, 240) | 误差: (-11, +0) | 指令: @0,-11,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.731811124] [gimbal_controller]: 目标: (310, 240) | 中心: (320, 240) | 误差: (-10, +0) | 指令: @0,-10,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.812920638] [gimbal_controller]: 目标: (310, 240) | 中心: (320, 240) | 误差: (-10, +0) | 指令: @0,-10,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.885036747] [gimbal_controller]: 目标: (307, 240) | 中心: (320, 240) | 误差: (-13, +0) | 指令: @0,-13,0
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.979500598] [gimbal_controller]: 目标: (298, 241) | 中心: (320, 240) | 误差: (-22, +1) | 指令: @0,-22,1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.029985870] [gimbal_controller]: 目标: (277, 240) | 中心: (320, 240) | 误差: (-43, +0) | 指令: @0,-43,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.145391361] [gimbal_controller]: 目标: (253, 240) | 中心: (320, 240) | 误差: (-67, +0) | 指令: @0,-67,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.223905373] [gimbal_controller]: 目标: (233, 240) | 中心: (320, 240) | 误差: (-87, +0) | 指令: @0,-87,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.361846436] [gimbal_controller]: 目标: (242, 240) | 中心: (320, 240) | 误差: (-78, +0) | 指令: @0,-78,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.445634618] [gimbal_controller]: 目标: (246, 240) | 中心: (320, 240) | 误差: (-74, +0) | 指令: @0,-74,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.501330894] [gimbal_controller]: 目标: (264, 239) | 中心: (320, 240) | 误差: (-56, -1) | 指令: @0,-56,-1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.634547946] [gimbal_controller]: 目标: (259, 239) | 中心: (320, 240) | 误差: (-61, -1) | 指令: @0,-61,-1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.795502826] [gimbal_controller]: 目标: (231, 240) | 中心: (320, 240) | 误差: (-89, +0) | 指令: @0,-89,0
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.857941832] [gimbal_controller]: 目标: (241, 239) | 中心: (320, 240) | 误差: (-79, -1) | 指令: @0,-79,-1
[2025-08-01 08:07:27] [gimbal_controller] [INFO] [1754006847.927637020] [gimbal_controller]: 目标: (241, 239) | 中心: (320, 240) | 误差: (-79, -1) | 指令: @0,-79,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006847.995911563] [gimbal_controller]: 目标: (243, 240) | 中心: (320, 240) | 误差: (-77, +0) | 指令: @0,-77,0
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.075115064] [gimbal_controller]: 目标: (229, 239) | 中心: (320, 240) | 误差: (-91, -1) | 指令: @0,-91,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.319592420] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.384647553] [gimbal_controller]: 目标: (256, 239) | 中心: (320, 240) | 误差: (-64, -1) | 指令: @0,-64,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.428218389] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.468638065] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.561441900] [gimbal_controller]: 目标: (255, 239) | 中心: (320, 240) | 误差: (-65, -1) | 指令: @0,-65,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.634301540] [gimbal_controller]: 目标: (245, 239) | 中心: (320, 240) | 误差: (-75, -1) | 指令: @0,-75,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.673204821] [gimbal_controller]: 目标: (245, 239) | 中心: (320, 240) | 误差: (-75, -1) | 指令: @0,-75,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.717362857] [gimbal_controller]: 目标: (251, 239) | 中心: (320, 240) | 误差: (-69, -1) | 指令: @0,-69,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.813460100] [gimbal_controller]: 目标: (273, 239) | 中心: (320, 240) | 误差: (-47, -1) | 指令: @0,-47,-1
[2025-08-01 08:07:28] [gimbal_controller] [INFO] [1754006848.892741850] [gimbal_controller]: 目标: (314, 238) | 中心: (320, 240) | 误差: (-6, -2) | 指令: @0,-6,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.009649984] [gimbal_controller]: 目标: (315, 238) | 中心: (320, 240) | 误差: (-5, -2) | 指令: @0,-5,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.120709125] [gimbal_controller]: 目标: (287, 236) | 中心: (320, 240) | 误差: (-33, -4) | 指令: @0,-33,-4
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.197780033] [gimbal_controller]: 目标: (286, 236) | 中心: (320, 240) | 误差: (-34, -4) | 指令: @0,-34,-4
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.261445104] [gimbal_controller]: 目标: (286, 237) | 中心: (320, 240) | 误差: (-34, -3) | 指令: @0,-34,-3
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.308024436] [gimbal_controller]: 目标: (288, 238) | 中心: (320, 240) | 误差: (-32, -2) | 指令: @0,-32,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.328661872] [gimbal_controller]: 目标: (288, 238) | 中心: (320, 240) | 误差: (-32, -2) | 指令: @0,-32,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.418199382] [gimbal_controller]: 目标: (295, 238) | 中心: (320, 240) | 误差: (-25, -2) | 指令: @0,-25,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.475705547] [gimbal_controller]: 目标: (294, 238) | 中心: (320, 240) | 误差: (-26, -2) | 指令: @0,-26,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.527908126] [gimbal_controller]: 目标: (305, 237) | 中心: (320, 240) | 误差: (-15, -3) | 指令: @0,-15,-3
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.609519715] [gimbal_controller]: 目标: (306, 237) | 中心: (320, 240) | 误差: (-14, -3) | 指令: @0,-14,-3
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.678007088] [gimbal_controller]: 目标: (309, 238) | 中心: (320, 240) | 误差: (-11, -2) | 指令: @0,-11,-2
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.749346500] [gimbal_controller]: 目标: (306, 239) | 中心: (320, 240) | 误差: (-14, -1) | 指令: @0,-14,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.783209651] [gimbal_controller]: 目标: (306, 239) | 中心: (320, 240) | 误差: (-14, -1) | 指令: @0,-14,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.833887712] [gimbal_controller]: 目标: (306, 239) | 中心: (320, 240) | 误差: (-14, -1) | 指令: @0,-14,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.892711607] [gimbal_controller]: 目标: (311, 239) | 中心: (320, 240) | 误差: (-9, -1) | 指令: @0,-9,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.945156099] [gimbal_controller]: 目标: (311, 239) | 中心: (320, 240) | 误差: (-9, -1) | 指令: @0,-9,-1
[2025-08-01 08:07:29] [gimbal_controller] [INFO] [1754006849.990823569] [gimbal_controller]: 目标: (312, 239) | 中心: (320, 240) | 误差: (-8, -1) | 指令: @0,-8,-1
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.053278284] [gimbal_controller]: 目标: (312, 239) | 中心: (320, 240) | 误差: (-8, -1) | 指令: @0,-8,-1
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.119531232] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.195985567] [gimbal_controller]: 目标: (311, 240) | 中心: (320, 240) | 误差: (-9, +0) | 指令: @0,-9,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.247400658] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.303857923] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.392547529] [gimbal_controller]: 目标: (316, 240) | 中心: (320, 240) | 误差: (-4, +0) | 指令: @0,-4,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.467880422] [gimbal_controller]: 目标: (315, 240) | 中心: (320, 240) | 误差: (-5, +0) | 指令: @0,-5,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.541107431] [gimbal_controller]: 目标: (315, 240) | 中心: (320, 240) | 误差: (-5, +0) | 指令: @0,-5,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.648817081] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.746146514] [gimbal_controller]: 目标: (316, 241) | 中心: (320, 240) | 误差: (-4, +1) | 指令: @0,-4,1
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.843854191] [gimbal_controller]: 目标: (320, 238) | 中心: (320, 240) | 误差: (+0, -2) | 指令: @0,0,-2
[2025-08-01 08:07:30] [gimbal_controller] [INFO] [1754006850.934115065] [gimbal_controller]: 目标: (320, 240) | 中心: (320, 240) | 误差: (+0, +0) | 指令: @0,0,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006850.998675664] [gimbal_controller]: 目标: (321, 240) | 中心: (320, 240) | 误差: (+1, +0) | 指令: @0,1,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.055433716] [gimbal_controller]: 目标: (321, 240) | 中心: (320, 240) | 误差: (+1, +0) | 指令: @0,1,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.111479820] [gimbal_controller]: 目标: (321, 240) | 中心: (320, 240) | 误差: (+1, +0) | 指令: @0,1,0
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.197225888] [gimbal_controller]: 目标: (318, 244) | 中心: (320, 240) | 误差: (-2, +4) | 指令: @0,-2,4
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.277093795] [gimbal_controller]: 目标: (317, 244) | 中心: (320, 240) | 误差: (-3, +4) | 指令: @0,-3,4
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.400337708] [gimbal_controller]: 目标: (316, 246) | 中心: (320, 240) | 误差: (-4, +6) | 指令: @0,-4,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.452069461] [gimbal_controller]: 目标: (318, 247) | 中心: (320, 240) | 误差: (-2, +7) | 指令: @0,-2,7
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.526267747] [gimbal_controller]: 目标: (310, 248) | 中心: (320, 240) | 误差: (-10, +8) | 指令: @0,-10,8
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.577650047] [gimbal_controller]: 目标: (300, 247) | 中心: (320, 240) | 误差: (-20, +7) | 指令: @0,-20,7
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.611945066] [gimbal_controller]: 目标: (290, 246) | 中心: (320, 240) | 误差: (-30, +6) | 指令: @0,-30,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.715374114] [gimbal_controller]: 目标: (283, 247) | 中心: (320, 240) | 误差: (-37, +7) | 指令: @0,-37,7
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.775557072] [gimbal_controller]: 目标: (277, 246) | 中心: (320, 240) | 误差: (-43, +6) | 指令: @0,-43,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.841706772] [gimbal_controller]: 目标: (270, 246) | 中心: (320, 240) | 误差: (-50, +6) | 指令: @0,-50,6
[2025-08-01 08:07:31] [gimbal_controller] [INFO] [1754006851.936245622] [gimbal_controller]: 目标: (263, 243) | 中心: (320, 240) | 误差: (-57, +3) | 指令: @0,-57,3
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.003607054] [gimbal_controller]: 目标: (268, 244) | 中心: (320, 240) | 误差: (-52, +4) | 指令: @0,-52,4
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.081607156] [gimbal_controller]: 目标: (272, 242) | 中心: (320, 240) | 误差: (-48, +2) | 指令: @0,-48,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.141783781] [gimbal_controller]: 目标: (280, 245) | 中心: (320, 240) | 误差: (-40, +5) | 指令: @0,-40,5
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.248817399] [gimbal_controller]: 目标: (282, 242) | 中心: (320, 240) | 误差: (-38, +2) | 指令: @0,-38,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.308333700] [gimbal_controller]: 目标: (290, 242) | 中心: (320, 240) | 误差: (-30, +2) | 指令: @0,-30,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.399558060] [gimbal_controller]: 目标: (295, 240) | 中心: (320, 240) | 误差: (-25, +0) | 指令: @0,-25,0
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.496659704] [gimbal_controller]: 目标: (300, 242) | 中心: (320, 240) | 误差: (-20, +2) | 指令: @0,-20,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.560603730] [gimbal_controller]: 目标: (293, 242) | 中心: (320, 240) | 误差: (-27, +2) | 指令: @0,-27,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.597059466] [gimbal_controller]: 目标: (292, 242) | 中心: (320, 240) | 误差: (-28, +2) | 指令: @0,-28,2
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.659656886] [gimbal_controller]: 目标: (292, 241) | 中心: (320, 240) | 误差: (-28, +1) | 指令: @0,-28,1
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.711913715] [gimbal_controller]: 目标: (292, 241) | 中心: (320, 240) | 误差: (-28, +1) | 指令: @0,-28,1
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.775141418] [gimbal_controller]: 目标: (293, 241) | 中心: (320, 240) | 误差: (-27, +1) | 指令: @0,-27,1
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.832751248] [gimbal_controller]: 目标: (299, 240) | 中心: (320, 240) | 误差: (-21, +0) | 指令: @0,-21,0
[2025-08-01 08:07:32] [gimbal_controller] [INFO] [1754006852.932156441] [gimbal_controller]: 目标: (305, 241) | 中心: (320, 240) | 误差: (-15, +1) | 指令: @0,-15,1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.037111799] [gimbal_controller]: 目标: (310, 239) | 中心: (320, 240) | 误差: (-10, -1) | 指令: @0,-10,-1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.100817786] [gimbal_controller]: 目标: (312, 239) | 中心: (320, 240) | 误差: (-8, -1) | 指令: @0,-8,-1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.217488925] [gimbal_controller]: 目标: (311, 240) | 中心: (320, 240) | 误差: (-9, +0) | 指令: @0,-9,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.321783668] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.433384217] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.536291398] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.648356482] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.772681128] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.878041105] [gimbal_controller]: 目标: (311, 241) | 中心: (320, 240) | 误差: (-9, +1) | 指令: @0,-9,1
[2025-08-01 08:07:33] [gimbal_controller] [INFO] [1754006853.956600074] [gimbal_controller]: 目标: (302, 246) | 中心: (320, 240) | 误差: (-18, +6) | 指令: @0,-18,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.009453060] [gimbal_controller]: 目标: (297, 245) | 中心: (320, 240) | 误差: (-23, +5) | 指令: @0,-23,5
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.073632040] [gimbal_controller]: 目标: (296, 246) | 中心: (320, 240) | 误差: (-24, +6) | 指令: @0,-24,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.123486655] [gimbal_controller]: 目标: (296, 246) | 中心: (320, 240) | 误差: (-24, +6) | 指令: @0,-24,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.193563379] [gimbal_controller]: 目标: (291, 245) | 中心: (320, 240) | 误差: (-29, +5) | 指令: @0,-29,5
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.260138156] [gimbal_controller]: 目标: (283, 246) | 中心: (320, 240) | 误差: (-37, +6) | 指令: @0,-37,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.302506801] [gimbal_controller]: 目标: (280, 246) | 中心: (320, 240) | 误差: (-40, +6) | 指令: @0,-40,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.352992657] [gimbal_controller]: 目标: (278, 247) | 中心: (320, 240) | 误差: (-42, +7) | 指令: @0,-42,7
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.414774215] [gimbal_controller]: 目标: (266, 247) | 中心: (320, 240) | 误差: (-54, +7) | 指令: @0,-54,7
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.486030504] [gimbal_controller]: 目标: (266, 246) | 中心: (320, 240) | 误差: (-54, +6) | 指令: @0,-54,6
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.585107869] [gimbal_controller]: 目标: (267, 245) | 中心: (320, 240) | 误差: (-53, +5) | 指令: @0,-53,5
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.676801679] [gimbal_controller]: 目标: (299, 242) | 中心: (320, 240) | 误差: (-21, +2) | 指令: @0,-21,2
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.755266691] [gimbal_controller]: 目标: (298, 241) | 中心: (320, 240) | 误差: (-22, +1) | 指令: @0,-22,1
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.824949754] [gimbal_controller]: 目标: (306, 241) | 中心: (320, 240) | 误差: (-14, +1) | 指令: @0,-14,1
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.924575402] [gimbal_controller]: 目标: (305, 243) | 中心: (320, 240) | 误差: (-15, +3) | 指令: @0,-15,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.000295248] [gimbal_controller]: 目标: (304, 243) | 中心: (320, 240) | 误差: (-16, +3) | 指令: @0,-16,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.069541734] [gimbal_controller]: 目标: (306, 243) | 中心: (320, 240) | 误差: (-14, +3) | 指令: @0,-14,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.120886535] [gimbal_controller]: 目标: (308, 242) | 中心: (320, 240) | 误差: (-12, +2) | 指令: @0,-12,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.188863082] [gimbal_controller]: 目标: (311, 242) | 中心: (320, 240) | 误差: (-9, +2) | 指令: @0,-9,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.257932487] [gimbal_controller]: 目标: (311, 243) | 中心: (320, 240) | 误差: (-9, +3) | 指令: @0,-9,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.310623017] [gimbal_controller]: 目标: (311, 243) | 中心: (320, 240) | 误差: (-9, +3) | 指令: @0,-9,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.371998957] [gimbal_controller]: 目标: (311, 243) | 中心: (320, 240) | 误差: (-9, +3) | 指令: @0,-9,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.421890988] [gimbal_controller]: 目标: (311, 242) | 中心: (320, 240) | 误差: (-9, +2) | 指令: @0,-9,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.474079567] [gimbal_controller]: 目标: (311, 241) | 中心: (320, 240) | 误差: (-9, +1) | 指令: @0,-9,1
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.552678744] [gimbal_controller]: 目标: (312, 241) | 中心: (320, 240) | 误差: (-8, +1) | 指令: @0,-8,1
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.634423498] [gimbal_controller]: 目标: (311, 241) | 中心: (320, 240) | 误差: (-9, +1) | 指令: @0,-9,1
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.684993019] [gimbal_controller]: 目标: (311, 242) | 中心: (320, 240) | 误差: (-9, +2) | 指令: @0,-9,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.767308847] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.833837292] [gimbal_controller]: 目标: (313, 244) | 中心: (320, 240) | 误差: (-7, +4) | 指令: @0,-7,4
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.911532316] [gimbal_controller]: 目标: (307, 244) | 中心: (320, 240) | 误差: (-13, +4) | 指令: @0,-13,4
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006855.992780369] [gimbal_controller]: 目标: (303, 243) | 中心: (320, 240) | 误差: (-17, +3) | 指令: @0,-17,3
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.067066445] [gimbal_controller]: 目标: (297, 242) | 中心: (320, 240) | 误差: (-23, +2) | 指令: @0,-23,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.134573999] [gimbal_controller]: 目标: (292, 242) | 中心: (320, 240) | 误差: (-28, +2) | 指令: @0,-28,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.226626971] [gimbal_controller]: 目标: (290, 242) | 中心: (320, 240) | 误差: (-30, +2) | 指令: @0,-30,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.267541055] [gimbal_controller]: 目标: (300, 242) | 中心: (320, 240) | 误差: (-20, +2) | 指令: @0,-20,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.317525543] [gimbal_controller]: 目标: (293, 242) | 中心: (320, 240) | 误差: (-27, +2) | 指令: @0,-27,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.350330127] [gimbal_controller]: 目标: (294, 242) | 中心: (320, 240) | 误差: (-26, +2) | 指令: @0,-26,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.398412977] [gimbal_controller]: 目标: (292, 243) | 中心: (320, 240) | 误差: (-28, +3) | 指令: @0,-28,3
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.471509279] [gimbal_controller]: 目标: (287, 242) | 中心: (320, 240) | 误差: (-33, +2) | 指令: @0,-33,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.527862462] [gimbal_controller]: 目标: (289, 242) | 中心: (320, 240) | 误差: (-31, +2) | 指令: @0,-31,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.616254115] [gimbal_controller]: 目标: (283, 242) | 中心: (320, 240) | 误差: (-37, +2) | 指令: @0,-37,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.677972215] [gimbal_controller]: 目标: (280, 242) | 中心: (320, 240) | 误差: (-40, +2) | 指令: @0,-40,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.750834313] [gimbal_controller]: 目标: (285, 241) | 中心: (320, 240) | 误差: (-35, +1) | 指令: @0,-35,1
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.851155742] [gimbal_controller]: 目标: (288, 241) | 中心: (320, 240) | 误差: (-32, +1) | 指令: @0,-32,1
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.924100172] [gimbal_controller]: 目标: (289, 241) | 中心: (320, 240) | 误差: (-31, +1) | 指令: @0,-31,1
